   7 119  13  17  31  42  50  46  42  35  26  18  11   5   3   1
 8S  6P  6D  6F  6G  6H  6I  4S1 4S2 4P1 4P2 4D1 4D2 4D3 4D4 4D5 4D6 4F1 4F2 4F3
 4F4 4F5 4G1 4G2 4G3 4G4 4G5 4G6 4G7 4H1 4H2 4H3 4H4 4H5 4I1 4I2 4I3 4I4 4I5 4K1
 4K2 4K3 4L1 4L2 4L3 4M  4N  2S1 2S2 2P1 2P2 2P3 2P4 2P5 2D1 2D2 2D3 2D4 2D5 2D6
 2D7 2F1 2F2 2F3 2F4 2F5 2F6 2F7 2F8 2F9 2F0 2G1 2G2 2G3 2G4 2G5 2G6 2G7 2G8 2G9
 2G0 2H1 2H2 2H3 2H4 2H5 2H6 2H7 2H8 2H9 2I1 2I2 2I3 2I4 2I5 2I6 2I7 2I8 2I9 2K1
 2K2 2K3 2K4 2K5 2K6 2K7 2L1 2L2 2L3 2L4 2L5 2M1 2M2 2M3 2M4 2N1 2N2 2O  2Q
 8 0 6 1 6 2 6 3 6 4 6 5 6 6 4 0 4 0 4 1 4 1 4 2 4 2 4 2 4 2 4 2 4 2 4 3 4 3 4 3
 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 4 5 4 5 4 5 4 5 4 6 4 6 4 6 4 6 4 6 4 7
 4 7 4 7 4 8 4 8 4 8 4 9 410 2 0 2 0 2 1 2 1 2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2
 2 2 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4
 2 4 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 6 2 6 2 6 2 6 2 6 2 6 2 6 2 6 2 6 2 7
 2 7 2 7 2 7 2 7 2 7 2 7 2 8 2 8 2 8 2 8 2 8 2 9 2 9 2 9 2 9 210 210 211 212
6D          6F          4P1         4P2         4D1         4D2
4D3         4D4         4D5         4D6         2S1         2S2
2P1         2P2         2P3         2P4         2P5
6P          6D          6F          6G          4S1         4S2
4P1         4P2         4D1         4D2         4D3         4D4
4D5         4D6         4F1         4F2         4F3         4F4
4F5         2P1         2P2         2P3         2P4         2P5
2D1         2D2         2D3         2D4         2D5         2D6
2D7
6P          6D          6F          6G          6H          4P1
4P2         4D1         4D2         4D3         4D4         4D5
4D6         4F1         4F2         4F3         4F4         4F5
4G1         4G2         4G3         4G4         4G5         4G6
4G7         2D1         2D2         2D3         2D4         2D5
2D6         2D7         2F1         2F2         2F3         2F4
2F5         2F6         2F7         2F8         2F9         2F0
8S          6P          6D          6F          6G          6H
6I          4D1         4D2         4D3         4D4         4D5
4D6         4F1         4F2         4F3         4F4         4F5
4G1         4G2         4G3         4G4         4G5         4G6
4G7         4H1         4H2         4H3         4H4         4H5
2F1         2F2         2F3         2F4         2F5         2F6
2F7         2F8         2F9         2F0         2G1         2G2
2G3         2G4         2G5         2G6         2G7         2G8
2G9         2G0
6D          6F          6G          6H          6I          4F1
4F2         4F3         4F4         4F5         4G1         4G2
4G3         4G4         4G5         4G6         4G7         4H1
4H2         4H3         4H4         4H5         4I1         4I2
4I3         4I4         4I5         2G1         2G2         2G3
2G4         2G5         2G6         2G7         2G8         2G9
2G0         2H1         2H2         2H3         2H4         2H5
2H6         2H7         2H8         2H9
6F          6G          6H          6I          4G1         4G2
4G3         4G4         4G5         4G6         4G7         4H1
4H2         4H3         4H4         4H5         4I1         4I2
4I3         4I4         4I5         4K1         4K2         4K3
2H1         2H2         2H3         2H4         2H5         2H6
2H7         2H8         2H9         2I1         2I2         2I3
2I4         2I5         2I6         2I7         2I8         2I9
6G          6H          6I          4H1         4H2         4H3
4H4         4H5         4I1         4I2         4I3         4I4
4I5         4K1         4K2         4K3         4L1         4L2
4L3         2I1         2I2         2I3         2I4         2I5
2I6         2I7         2I8         2I9         2K1         2K2
2K3         2K4         2K5         2K6         2K7
6H          6I          4I1         4I2         4I3         4I4
4I5         4K1         4K2         4K3         4L1         4L2
4L3         4M          2K1         2K2         2K3         2K4
2K5         2K6         2K7         2L1         2L2         2L3
2L4         2L5
6I          4K1         4K2         4K3         4L1         4L2
4L3         4M          4N          2L1         2L2         2L3
2L4         2L5         2M1         2M2         2M3         2M4
4L1         4L2         4L3         4M          4N          2M1
2M2         2M3         2M4         2N1         2N2
4M          4N          2N1         2N2         2O
4N          2O          2Q
2Q
   2   2   0.0000000   0.0         0.0         1.1618948   0.0         0.0
   2   3   0.4629100   0.0         0.0        -0.0000000   0.0         0.0
   2   4   0.0000000  -0.0000000   0.0        -1.3416405   1.0488081   0.0
   2   5   0.0         0.8451542   0.0         0.0        -0.0000000   0.0
   2   6   0.0        -0.0000000   0.0000000   0.0        -1.0000000   0.6708204
   2   7   0.0         0.0         1.2247448   0.0         0.0        -0.0000000
   3   2  -0.4629100   0.0         0.0         0.0000000   0.0         0.0
   3   3  -0.0000000  -0.0000000   0.0         0.9296697  -1.0235319   0.0
   3   4   0.8728715  -0.9343532   0.0        -0.0000000  -0.0000000   0.0
   3   5   0.0000000   0.0000000  -0.0000000  -1.3732128  -0.2417468  -0.5222329
   3   6   0.0         1.1268721  -0.9128709   0.0        -0.0000000   0.0000000
   3   7   0.0         0.0000000   0.0000000   0.0        -0.6276459  -1.9943094
   4   2   0.0000000  -0.0000000   0.0        -1.3416405   1.0488081   0.0
   4   3  -0.8728715   0.9343532   0.0         0.0000000   0.0000000   0.0
   4   4   0.0000000  -0.0000000  -0.0000000   0.4830459   0.4830459   0.4830459
   4   5   1.2535658  -0.7356123   0.7977240  -0.0000000   0.0000000  -0.0000000
   4   6   0.0000000   0.0000000  -0.0000000  -1.2110596  -1.4719601   1.8073921
   4   7   0.0         0.9587449   1.3026772   0.0        -0.0000000  -0.0000000
   5   2   0.0        -0.8451542   0.0         0.0         0.0000000   0.0
   5   3   0.0000000   0.0000000  -0.0000000  -1.3732128  -0.2417468  -0.5222329
   5   4  -1.2535658   0.7356123  -0.7977240   0.0000000  -0.0000000   0.0000000
   5   5   0.0000000  -0.0000000  -0.0000000  -0.3243375   1.5606956  -1.7356253
   5   6   1.5118570   0.2372279  -1.3483992   0.0000000   0.0000000   0.0000000
   5   7   0.0000000   0.0000000   0.0000000  -0.8420753  -2.0859623  -1.5363359
   6   2   0.0        -0.0000000   0.0000000   0.0        -1.0000000   0.6708204
   6   3   0.0        -1.1268721   0.9128709   0.0         0.0000000  -0.0000000
   6   4   0.0000000   0.0000000  -0.0000000  -1.2110596  -1.4719601   1.8073921
   6   5  -1.5118570  -0.2372279   1.3483992  -0.0000000  -0.0000000  -0.0000000
   6   6  -0.0000000  -0.0000000   0.0000000  -1.5438042   1.3165607   1.6832504
   6   7   1.4719601   1.6205740   0.7177405   0.0000000   0.0000000  -0.0000000
   7   2   0.0         0.0        -1.2247448   0.0         0.0         0.0000000
   7   3   0.0         0.0000000   0.0000000   0.0        -0.6276459  -1.9943094
   7   4   0.0        -0.9587449  -1.3026772   0.0         0.0000000   0.0000000
   7   5   0.0000000   0.0000000   0.0000000  -0.8420753  -2.0859623  -1.5363359
   7   6  -1.4719601  -1.6205740  -0.7177405  -0.0000000  -0.0000000   0.0000000
   7   7  -0.0000000   0.0000000  -0.0000000  -3.2157278  -1.8464460  -0.5166644
   8  12   0.0000000   0.0         0.0        -0.6900655   0.0         0.0
   8  13   0.8164966   0.0         0.0        -0.0000000   0.0         0.0
   8  23   0.0         0.0000000   0.0         0.0        -0.6900655   0.0
   8  24   0.0         0.8164966   0.0         0.0        -0.0000000   0.0
   8  35   0.0         0.0         0.0000000   0.0         0.0        -0.6900655
   8  36   0.0         0.0         0.8164966   0.0         0.0        -0.0000000
   9  13  -0.3868589   0.0         0.0         0.0000000   0.0         0.0
   9  14   0.5714285   0.0         0.0         0.0000000   0.0         0.0
   9  15  -0.0000000   0.0         0.0        -0.0967147   0.0         0.0
   9  16  -0.0000000   0.0         0.0        -0.7377111   0.0         0.0
   9  17  -0.0000000   0.0         0.0        -1.0773640   0.0         0.0
   9  24   0.0        -0.1406760   0.0         0.0        -0.0000000   0.0
   9  25   0.0         0.5429407   0.0         0.0        -0.0000000   0.0
   9  26   0.0         0.6356417   0.0         0.0         0.0000000   0.0
   9  27   0.0        -0.0000000   0.0         0.0        -0.0351690   0.0
   9  28   0.0         0.0000000   0.0         0.0        -0.7009334   0.0
   9  29   0.0        -0.0000000   0.0         0.0        -0.5591514   0.0
   9  36   0.0         0.0         0.2461830   0.0         0.0         0.0000000
   9  37   0.0         0.0         0.4264014   0.0         0.0         0.0000000
   9  38   0.0         0.0         0.0000000   0.0         0.0         0.0615457
   9  39   0.0         0.0        -0.0000000   0.0         0.0        -0.4795606
  10  10  -0.0000000   0.0         0.0        -0.1035098   0.0         0.0
  10  11   0.0000000   0.0         0.0        -0.1144344   0.0         0.0
