   6 119  13  14  19  37  37  46  37  38  24  20  11   8   2   2
 7F  5S  5P  5D1 5D2 5D3 5F1 5F2 5G1 5G2 5G3 5H1 5H2 5I1 5I2 5K  5L  3P1 3P2 3P3
 3P4 3P5 3P6 3D1 3D2 3D3 3D4 3D5 3F1 3F2 3F3 3F4 3F5 3F6 3F7 3F8 3F9 3G1 3G2 3G3
 3G4 3G5 3G6 3G7 3H1 3H2 3H3 3H4 3H5 3H6 3H7 3H8 3H9 3I1 3I2 3I3 3I4 3I5 3I6 3K1
 3K2 3K3 3K4 3K5 3K6 3L1 3L2 3L3 3M1 3M2 3M3 3N  3O  1S1 1S2 1S3 1S4 1P  1D1 1D2
 1D3 1D4 1D5 1D6 1F1 1F2 1F3 1F4 1G1 1G2 1G3 1G4 1G5 1G6 1G7 1G8 1H1 1H2 1H3 1H4
 1I1 1I2 1I3 1I4 1I5 1I6 1I7 1K1 1K2 1K3 1L1 1L2 1L3 1L4 1M1 1M2 1N1 1N2 1Q
 7 3 5 0 5 1 5 2 5 2 5 2 5 3 5 3 5 4 5 4 5 4 5 5 5 5 5 6 5 6 5 7 5 8 3 1 3 1 3 1
 3 1 3 1 3 1 3 2 3 2 3 2 3 2 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 4 3 4
 3 4 3 4 3 4 3 4 3 5 3 5 3 5 3 5 3 5 3 5 3 5 3 5 3 5 3 6 3 6 3 6 3 6 3 6 3 6 3 7
 3 7 3 7 3 7 3 7 3 7 3 8 3 8 3 8 3 9 3 9 3 9 310 311 1 0 1 0 1 0 1 0 1 1 1 2 1 2
 1 2 1 2 1 2 1 2 1 3 1 3 1 3 1 3 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 5 1 5 1 5 1 5
 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 7 1 7 1 7 1 8 1 8 1 8 1 8 1 9 1 9 110 110 112
7F          5D1         5D2         5D3         3P1         3P2
3P3         3P4         3P5         3P6         1S1         1S2
1S3         1S4
7F          5P          5D1         5D2         5D3         5F1
5F2         3P1         3P2         3P3         3P4         3P5
3P6         3D1         3D2         3D3         3D4         3D5
1P
7F          5S          5P          5D1         5D2         5D3
5F1         5F2         5G1         5G2         5G3         3P1
3P2         3P3         3P4         3P5         3P6         3D1
3D2         3D3         3D4         3D5         3F1         3F2
3F3         3F4         3F5         3F6         3F7         3F8
3F9         1D1         1D2         1D3         1D4         1D5
1D6
7F          5P          5D1         5D2         5D3         5F1
5F2         5G1         5G2         5G3         5H1         5H2
3D1         3D2         3D3         3D4         3D5         3F1
3F2         3F3         3F4         3F5         3F6         3F7
3F8         3F9         3G1         3G2         3G3         3G4
3G5         3G6         3G7         1F1         1F2         1F3
1F4
7F          5D1         5D2         5D3         5F1         5F2
5G1         5G2         5G3         5H1         5H2         5I1
5I2         3F1         3F2         3F3         3F4         3F5
3F6         3F7         3F8         3F9         3G1         3G2
3G3         3G4         3G5         3G6         3G7         3H1
3H2         3H3         3H4         3H5         3H6         3H7
3H8         3H9         1G1         1G2         1G3         1G4
1G5         1G6         1G7         1G8
7F          5F1         5F2         5G1         5G2         5G3
5H1         5H2         5I1         5I2         5K          3G1
3G2         3G3         3G4         3G5         3G6         3G7
3H1         3H2         3H3         3H4         3H5         3H6
3H7         3H8         3H9         3I1         3I2         3I3
3I4         3I5         3I6         1H1         1H2         1H3
1H4
7F          5G1         5G2         5G3         5H1         5H2
5I1         5I2         5K          5L          3H1         3H2
3H3         3H4         3H5         3H6         3H7         3H8
3H9         3I1         3I2         3I3         3I4         3I5
3I6         3K1         3K2         3K3         3K4         3K5
3K6         1I1         1I2         1I3         1I4         1I5
1I6         1I7
5H1         5H2         5I1         5I2         5K          5L
3I1         3I2         3I3         3I4         3I5         3I6
3K1         3K2         3K3         3K4         3K5         3K6
3L1         3L2         3L3         1K1         1K2         1K3
5I1         5I2         5K          5L          3K1         3K2
3K3         3K4         3K5         3K6         3L1         3L2
3L3         3M1         3M2         3M3         1L1         1L2
1L3         1L4
5K          5L          3L1         3L2         3L3         3M1
3M2         3M3         3N          1M1         1M2
5L          3M1         3M2         3M3         3N          3O
1N1         1N2
3N          3O
3O          1Q
   1   1  -1.0000000  -1.0000000  -0.9999999  -1.5275249  -1.5275249  -1.5275249
   2   4   0.1781741   0.0         0.0         0.7319250   0.0         0.0
   2   5   0.6666666   0.0         0.0        -0.0000000   0.0         0.0
   2   9   0.0         0.1781741   0.0         0.0         0.7319250   0.0
   2  10   0.0         0.6666666   0.0         0.0        -0.0000000   0.0
   2  14   0.0         0.0         0.1781741   0.0         0.0         0.7319250
   2  15   0.0         0.0         0.6666666   0.0         0.0        -0.0000000
   3   3  -0.5345225   0.0         0.0         0.3659625   0.0         0.0
   3   4  -0.2182178   0.0         0.0        -0.0000000   0.0         0.0
   3   5   0.0583212   0.0         0.0        -0.4791574   0.0         0.0
   3   6  -0.6700594   0.0         0.0        -0.9175166   0.0         0.0
   3   7  -0.7559289   0.5909368   0.0         0.0000000  -0.0000000   0.0
   3   8   0.0000000   0.3118048   0.0         0.0000000   0.4269562   0.0
   3   9   0.0        -0.3984095   0.0         0.0        -0.0000000   0.0
   3  10   0.0         0.1064794   0.0         0.0        -0.8748177   0.0
   3  11   0.0        -0.3487099   0.0         0.0        -0.4774908   0.0
   3  12   0.0         0.4600437  -0.3086067   0.0        -0.3149704   0.2112885
   3  13   0.0        -0.4906533  -0.5063697   0.0        -0.6718548  -0.6933752
   3  14   0.0         0.0        -0.5773503   0.0         0.0         0.0000000
   3  15   0.0         0.0         0.1543033   0.0         0.0        -1.2677307
   3  16   0.0         0.0         0.4688072   0.0         0.0         0.6419407
   4   2   0.1781741   0.0         0.0         0.7319250   0.0         0.0
   4   3   0.2182178   0.0         0.0         0.0000000   0.0         0.0
   4   4  -0.3304867  -0.2354348   0.0        -1.3576126  -0.9671474   0.0
   4   5   0.6962190  -0.1258452   0.0        -0.0000000   0.0000000   0.0
   4   6   0.3581618   0.2957423   0.0        -0.0000000   0.0000000   0.0
   4   7  -0.2519763   0.2697245   0.0        -1.0350981   1.1080065   0.0
   4   8   0.8357109   0.8132500   0.0         0.0000000   0.0000000   0.0
   4   9  -0.3158690   0.0092678   0.2402499  -1.2975636   0.0380716   0.9869275
   4  10  -0.1688391  -0.0990774  -0.4494665  -0.0000000  -0.0000000   0.0000000
   4  11  -0.5026653  -0.5840444  -0.9058216  -0.0000000  -0.0000000   0.0000000
   4  12   0.0        -0.5312127   0.4303315   0.0        -0.0000000  -0.0000000
   4  13   0.0         0.5665577   0.0403485   0.0        -0.0000000  -0.0000000
   4  14   0.0         0.2887445  -0.0917469   0.0         1.1861391  -0.3768892
   4  15   0.0        -0.5401916  -0.6375307   0.0        -0.0000000   0.0000000
   4  16   0.0         0.0         0.3827795   0.0         0.0        -0.0000000
   4  17   0.0         0.0        -0.9111974   0.0         0.0        -0.0000000
   5   2   0.6666666   0.0         0.0        -0.0000000   0.0         0.0
   5   3  -0.0583212   0.0         0.0         0.4791574   0.0         0.0
   5   4   0.6962190  -0.1258452   0.0        -0.0000000   0.0000000   0.0
   5   5   0.2888287   0.5381368   0.0         0.7643701  -0.1381639   0.0
   5   6   0.4786138  -0.2502948   0.0         0.3932214  -0.5591916   0.0
   5   7  -0.5387480   0.5766953   0.0         0.0000000  -0.0000000   0.0
   5   8  -0.2233531   0.2390852   0.0        -0.9175166  -0.2678571   0.0
   5   9  -0.1688391  -0.0990774  -0.4494665   0.0000000   0.0000000   0.0000000
   5  10   0.7219863   0.0344234  -0.2402499  -0.1853663  -0.1087759  -0.4934638
   5  11  -0.6717148   0.4942927  -0.1210455  -0.5518700   1.1043148   0.4972451
   5  12   0.0         0.1419725  -0.1150109   0.0        -1.1664228   0.9449112
   5  13   0.0         0.5299662   0.5715303   0.0         0.3110083   0.7530680
   5  14   0.0        -0.5401916  -0.6375307   0.0        -0.0000000  -0.0000000
   5  15   0.0        -0.2887445   0.5242684   0.0        -0.5930696  -0.6999370
   5  16   0.0         0.0        -0.5626616   0.0         0.0        -1.0506220
   5  17   0.0         0.0        -0.1217638   0.0         0.0         0.5001962
   6   3   0.6700594   0.0         0.0         0.9175166   0.0         0.0
   6   4   0.3581618   0.2957423   0.0        -0.0000000   0.0000000   0.0
   6   5   0.4786138  -0.2502948   0.0         0.3932214  -0.5591916   0.0
